,temp_c,condition,wind_kph,pressure_mb,precip_mm,humidity,cloud,feelslike_c,vis_km,state
1037,26.7,14,5.3,1011.0,0.0,84,60,30.0,10.0,0
1038,26.7,14,5.8,1011.0,0.0,84,59,30.1,10.0,0
1039,27.4,14,5.9,1012.0,0.0,80,55,31.0,10.0,0
1040,28.1,14,6.0,1012.0,0.0,76,52,31.9,10.0,0
1041,28.8,14,6.1,1013.0,0.0,73,48,32.8,10.0,0
1042,29.3,14,6.8,1012.0,0.0,72,57,33.8,10.0,0
1043,29.8,19,7.6,1011.0,0.03,71,67,34.7,10.0,0
1044,30.3,19,8.3,1010.0,0.04,70,76,35.7,10.0,0
1045,30.1,19,8.2,1009.0,0.02,70,80,35.3,9.7,0
1046,30.0,19,8.0,1009.0,0.07,70,84,35.0,9.3,0
1047,29.8,19,7.9,1009.0,0.09,70,88,34.6,9.0,0
1048,29.3,19,7.6,1009.0,0.04,72,87,33.9,9.0,0
1049,28.9,19,7.2,1010.0,0.07,74,86,33.3,9.0,0
1050,28.4,19,6.8,1010.0,0.09,76,85,32.6,9.0,0
1051,28.2,19,5.8,1011.0,0.04,77,80,32.3,9.0,0
1052,28.0,19,4.7,1011.0,0.17,78,76,32.1,9.0,0
1053,27.8,19,3.6,1012.0,0.22,80,71,31.8,9.0,0
1054,27.6,19,3.7,1012.0,0.11,80,75,31.4,9.0,0
1055,27.3,19,3.8,1012.0,0.17,80,80,30.9,9.0,0
1056,24.0,0,8.6,1011.0,0.0,76,10,25.8,10.0,0
1057,23.6,0,8.9,1010.0,0.0,75,11,25.5,10.0,0
1058,23.2,0,9.1,1010.0,0.0,75,12,25.2,10.0,0
1059,22.8,0,9.4,1010.0,0.0,75,12,24.9,10.0,0
1060,22.5,0,9.2,1011.0,0.0,76,12,24.8,10.0,0
1061,22.2,0,9.1,1011.0,0.0,77,11,24.6,10.0,0
1062,21.9,0,9.0,1012.0,0.0,78,10,21.9,10.0,0
1063,23.7,20,9.8,1012.0,0.0,73,10,25.9,10.0,0
1064,25.4,20,10.7,1013.0,0.0,68,9,27.4,10.0,0
1065,27.2,20,11.5,1013.0,0.0,62,9,28.8,10.0,0
1066,29.2,20,11.6,1012.0,0.0,59,9,31.8,10.0,0
1067,31.2,20,11.8,1012.0,0.0,56,9,34.8,10.0,0
1068,33.2,20,11.9,1011.0,0.0,52,9,37.8,10.0,0
1069,33.2,20,11.3,1010.0,0.0,54,8,38.4,10.0,0
1070,33.3,20,10.7,1009.0,0.0,56,8,39.1,10.0,0
1071,33.3,20,10.1,1009.0,0.0,58,7,39.7,10.0,0
1072,31.1,20,9.6,1009.0,0.0,61,7,36.0,10.0,0
1073,29.0,20,9.1,1010.0,0.0,64,7,32.4,10.0,0
1074,26.8,0,8.6,1010.0,0.0,68,7,28.7,10.0,0
1075,25.8,0,8.2,1011.0,0.0,69,8,27.6,10.0,0
1076,24.7,0,7.7,1012.0,0.0,71,8,26.6,10.0,0
1077,23.7,0,7.2,1012.0,0.0,73,9,25.5,10.0,0
1078,23.7,0,6.8,1012.0,0.0,73,8,25.5,10.0,0
1079,23.7,0,6.5,1012.0,0.0,74,8,25.5,10.0,0
1080,23.8,0,9.4,1011.0,0.0,76,10,25.6,10.0,0
1081,23.4,0,9.7,1010.0,0.0,76,11,25.3,10.0,0
1082,22.9,0,10.1,1010.0,0.0,77,12,25.1,10.0,0
1083,22.5,0,10.4,1010.0,0.0,77,13,24.8,10.0,0
1084,22.2,0,10.3,1011.0,0.0,78,12,24.7,10.0,0
1085,21.9,0,10.2,1011.0,0.0,79,11,21.9,10.0,0
1086,21.6,0,10.1,1012.0,0.0,80,10,21.6,10.0,0
1087,23.3,20,11.5,1013.0,0.0,75,10,25.7,10.0,0
1088,25.1,20,13.0,1013.0,0.0,70,10,27.1,10.0,0
1089,26.8,20,14.4,1013.0,0.0,65,10,28.4,10.0,0
1090,28.8,20,14.3,1012.0,0.0,61,10,31.5,10.0,0
1091,30.8,20,14.2,1012.0,0.0,58,9,34.5,10.0,0
1092,32.8,20,14.0,1011.0,0.0,55,9,37.6,10.0,0
1093,32.9,20,12.8,1010.0,0.0,56,9,38.3,10.0,0
1094,32.9,20,11.6,1009.0,0.0,58,8,38.9,10.0,0
1095,33.0,20,10.4,1009.0,0.0,60,8,39.6,10.0,0
1096,30.9,20,10.0,1009.0,0.0,63,7,35.9,10.0,0
1097,28.8,20,9.5,1010.0,0.0,66,7,32.3,10.0,0
1098,26.7,0,9.0,1010.0,0.0,69,7,28.6,10.0,0
1099,25.7,0,8.8,1011.0,0.0,70,8,27.5,10.0,0
1100,24.6,0,8.5,1012.0,0.0,71,8,26.5,10.0,0
1101,23.6,0,8.3,1012.0,0.0,72,9,25.4,10.0,0
1102,23.6,0,8.0,1012.0,0.0,72,8,25.4,10.0,0
1103,23.5,0,7.8,1012.0,0.0,72,8,25.3,10.0,0
1104,27.5,14,5.0,1011.0,0.0,77,34,30.8,10.0,0
1105,27.3,14,4.2,1010.0,0.0,78,33,30.6,10.0,0
1106,27.1,14,3.4,1010.0,0.0,79,32,30.3,10.0,0
1107,26.9,14,2.5,1010.0,0.0,80,32,30.1,10.0,0
1108,26.9,14,3.8,1011.0,0.0,80,30,30.0,10.0,0
1109,26.8,14,5.2,1011.0,0.0,80,29,30.0,10.0,0
1110,26.8,14,6.5,1012.0,0.0,80,28,29.9,10.0,0
1111,28.2,14,7.7,1012.0,0.0,71,30,31.1,10.0,0
1112,29.5,14,8.9,1013.0,0.0,63,31,32.4,10.0,0
1113,30.9,14,10.1,1013.0,0.0,54,33,33.6,10.0,0
1114,32.1,14,10.7,1012.0,0.0,51,32,35.1,10.0,0
1115,33.2,14,11.3,1011.0,0.0,48,32,36.6,10.0,0
1116,34.4,14,11.9,1010.0,0.0,44,31,38.1,10.0,0
1117,33.7,14,14.6,1009.0,0.0,45,28,37.0,10.0,0
1118,32.9,20,17.4,1009.0,0.0,47,25,35.8,10.0,0
1119,32.2,20,20.2,1008.0,0.0,48,23,34.7,10.0,0
1120,30.9,20,17.5,1009.0,0.0,52,22,33.2,10.0,0
1121,29.7,20,14.9,1009.0,0.0,56,22,31.8,10.0,0
1122,28.4,0,12.2,1010.0,0.0,60,22,30.3,10.0,0
1123,28.2,0,9.7,1011.0,0.0,61,20,30.1,10.0,0
1124,27.9,0,7.2,1012.0,0.0,63,18,29.9,10.0,0
1125,27.7,0,4.7,1012.0,0.0,64,16,29.7,10.0,0
1126,27.6,0,4.8,1012.0,0.0,68,16,29.9,10.0,0
1127,27.4,0,4.9,1012.0,0.0,72,17,30.1,10.0,0
1128,22.8,14,2.2,1012.0,0.0,86,44,25.0,10.0,0
1129,22.6,14,2.4,1011.0,0.0,86,47,24.9,10.0,0
1130,22.5,14,2.6,1011.0,0.0,86,50,24.8,10.0,0
1131,22.3,14,2.9,1011.0,0.0,87,53,24.7,10.0,0
1132,22.4,14,2.5,1011.0,0.0,87,52,24.8,10.0,0
1133,22.5,14,2.2,1012.0,0.0,87,52,24.8,10.0,0
1134,22.6,14,1.8,1013.0,0.0,87,51,24.9,10.0,0
1135,24.7,14,2.8,1013.0,0.0,81,64,27.4,9.7,0
1136,26.7,19,3.7,1014.0,0.07,75,76,29.8,9.3,0
1137,28.8,19,4.7,1014.0,0.09,70,88,32.3,9.0,0
1138,29.6,19,5.0,1013.0,0.04,67,89,33.6,9.3,0
1139,30.5,6,5.4,1012.0,0.27,65,90,34.9,9.7,0
1140,31.3,6,5.8,1011.0,0.36,62,91,36.2,10.0,0
1141,31.0,6,6.7,1010.0,0.18,64,81,35.9,10.0,0
1142,30.7,6,7.7,1010.0,0.27,65,71,35.6,10.0,0
1143,30.4,6,8.6,1009.0,0.36,67,61,35.3,10.0,0
1144,28.7,6,7.0,1010.0,0.18,72,70,32.7,9.7,0
1145,26.9,19,5.3,1010.0,0.2,76,78,30.0,9.3,0
1146,25.2,19,3.6,1011.0,0.27,81,86,27.4,9.0,0
1147,24.7,19,3.5,1012.0,0.13,82,86,26.9,9.0,0
1148,24.3,19,3.4,1012.0,0.17,84,85,26.4,9.0,0
1149,23.8,19,3.2,1013.0,0.22,85,85,25.9,9.0,0
1150,23.5,19,3.1,1013.0,0.11,86,82,25.6,9.3,0
1151,23.2,1,3.0,1013.0,0.0,87,79,25.4,9.7,0
1152,23.0,14,6.1,1006.0,0.0,70,41,25.0,10.0,1
1153,23.1,14,5.5,1006.0,0.0,69,48,25.1,10.0,1
1154,23.2,14,4.9,1006.0,0.0,69,54,25.1,10.0,1
1155,23.3,14,4.3,1006.0,0.0,68,60,25.2,10.0,1
1156,23.3,14,4.4,1006.0,0.0,69,56,25.2,10.0,1
1157,23.4,14,4.6,1007.0,0.0,70,51,25.3,10.0,1
1158,23.4,14,4.7,1007.0,0.0,72,47,25.3,10.0,1
1159,25.7,14,5.3,1007.0,0.0,65,47,27.6,10.0,1
1160,28.0,14,5.9,1007.0,0.0,58,47,29.8,10.0,1
1161,30.3,14,6.5,1007.0,0.0,51,47,32.1,10.0,1
1162,31.2,14,6.6,1006.0,0.0,50,38,33.5,10.0,1
1163,32.1,20,6.7,1004.0,0.0,49,29,34.9,10.0,1
1164,33.0,20,6.8,1003.0,0.0,48,20,36.3,10.0,1
1165,32.9,20,5.5,1003.0,0.0,53,18,37.3,10.0,1
1166,32.8,20,4.2,1002.0,0.0,57,16,38.4,10.0,1
1167,32.7,20,2.9,1002.0,0.0,62,14,39.4,10.0,1
1168,30.1,20,3.8,1003.0,0.0,68,37,35.2,10.0,1
1169,27.4,19,4.8,1004.0,0.03,74,59,31.1,10.0,1
1170,24.8,19,5.8,1005.0,0.04,81,82,26.9,10.0,1
1171,24.4,19,5.8,1005.0,0.02,80,58,26.5,10.0,1
1172,24.1,0,5.8,1005.0,0.0,80,34,26.0,10.0,1
1173,23.7,0,5.8,1006.0,0.0,79,9,25.6,10.0,1
1174,23.6,0,5.9,1006.0,0.0,78,11,25.5,10.0,1
1175,23.5,0,6.0,1006.0,0.0,77,12,25.4,10.0,1
1176,2.8,21,9.0,1018.0,0.0,78,44,0.3,9.0,1
1177,2.6,21,7.7,1018.0,0.0,78,56,0.5,7.7,1
1178,2.5,10,6.4,1018.0,0.0,78,68,0.8,6.3,1
1179,2.3,10,5.0,1018.0,0.0,79,80,1.0,5.0,1
1180,2.2,10,4.4,1018.0,0.0,78,71,1.2,6.7,1
1181,2.2,7,3.8,1017.0,0.0,76,61,1.5,8.3,1
1182,2.1,7,3.2,1017.0,0.0,75,52,1.7,10.0,1
1183,3.2,7,3.7,1018.0,0.0,74,49,2.7,9.7,1
1184,4.3,21,4.2,1018.0,0.0,72,46,3.7,9.3,1
1185,5.4,21,4.7,1019.0,0.0,70,44,4.7,9.0,1
1186,6.6,21,4.6,1018.0,0.0,63,44,6.1,9.0,1
1187,7.8,21,4.4,1017.0,0.0,57,43,7.4,9.0,1
1188,9.0,21,4.3,1017.0,0.0,51,43,8.8,9.0,1
1189,10.2,21,5.8,1014.0,0.0,46,34,9.9,9.3,1
1190,11.5,20,7.2,1012.0,0.0,42,24,11.0,9.7,1
1191,12.7,20,8.6,1010.0,0.0,38,14,12.1,10.0,1
1192,12.4,20,11.5,1010.0,0.0,42,15,11.4,10.0,1
1193,12.2,20,14.4,1010.0,0.0,45,15,10.7,10.0,1
1194,11.9,0,17.3,1010.0,0.0,49,15,10.0,10.0,1
1195,10.0,0,15.1,1011.0,0.0,55,19,8.0,10.0,1
1196,8.1,14,13.0,1013.0,0.0,62,22,5.9,10.0,1
1197,6.2,14,10.8,1015.0,0.0,68,26,3.9,10.0,1
1198,6.0,14,10.0,1016.0,0.0,71,27,3.8,10.0,1
1199,5.7,14,9.1,1017.0,0.0,74,28,3.7,10.0,1
1200,23.1,6,3.6,1004.0,0.36,89,85,25.3,10.0,1
1201,23.0,6,4.2,1004.0,0.18,89,74,25.2,10.0,1
1202,23.0,6,4.8,1004.0,0.07,88,63,25.2,10.0,1
1203,22.9,6,5.4,1004.0,0.09,87,52,25.1,10.0,1
1204,23.1,6,4.4,1005.0,0.04,88,58,25.3,9.7,1
1205,23.3,19,3.5,1005.0,0.17,88,65,25.5,9.3,1
1206,23.5,19,2.5,1006.0,0.22,89,71,25.7,9.0,1
1207,25.1,19,2.2,1006.0,0.11,82,76,27.5,9.0,1
1208,26.6,19,1.8,1006.0,0.07,75,82,29.3,9.0,1
1209,28.2,19,1.4,1006.0,0.09,69,87,31.1,9.0,1
1210,30.2,19,1.8,1005.0,0.04,65,63,35.0,9.3,1
1211,32.3,20,2.2,1003.0,0.0,62,39,38.8,9.7,1
1212,34.3,20,2.5,1002.0,0.0,59,14,42.7,10.0,1
1213,34.0,20,2.4,1001.0,0.0,64,12,43.6,10.0,1
1214,33.6,20,2.3,1001.0,0.0,69,10,44.4,10.0,1
1215,33.3,20,2.2,1000.0,0.0,74,8,45.3,10.0,1
1216,31.2,20,2.8,1001.0,0.0,76,8,40.4,10.0,1
1217,29.2,0,3.4,1002.0,0.0,79,7,35.5,10.0,1
1218,27.1,0,4.0,1002.0,0.0,81,7,30.6,10.0,1
1219,26.1,0,3.7,1003.0,0.0,83,33,29.2,10.0,1
1220,25.2,19,3.5,1004.0,0.03,84,60,27.8,10.0,1
1221,24.2,19,3.2,1004.0,0.04,86,87,26.4,10.0,1
1222,24.1,19,4.1,1004.0,0.02,87,82,26.4,9.7,1
1223,24.1,19,4.9,1004.0,0.2,88,78,26.3,9.3,1
1224,24.3,14,5.4,1004.0,0.0,75,47,26.1,10.0,1
1225,24.2,14,5.3,1004.0,0.0,76,48,26.0,10.0,1
1226,24.0,6,5.2,1004.0,0.07,76,49,25.8,10.0,1
1227,23.9,6,5.0,1004.0,0.09,77,50,25.7,10.0,1
1228,23.9,6,5.2,1005.0,0.04,79,49,25.7,10.0,1
1229,23.8,14,5.3,1006.0,0.0,81,47,25.8,10.0,1
1230,23.8,14,5.4,1006.0,0.0,83,45,25.8,10.0,1
1231,25.6,14,6.0,1006.0,0.0,76,39,27.9,10.0,1
1232,27.5,14,6.6,1006.0,0.0,69,34,30.1,10.0,1
1233,29.3,14,7.2,1006.0,0.0,62,28,32.2,10.0,1
1234,30.5,14,6.4,1005.0,0.0,60,25,34.1,10.0,1
1235,31.6,20,5.5,1004.0,0.0,58,21,35.9,10.0,1
1236,32.8,20,4.7,1002.0,0.0,55,17,37.8,10.0,1
1237,33.1,20,3.2,1002.0,0.0,58,15,39.6,10.0,1
1238,33.4,20,1.8,1001.0,0.0,62,12,41.3,10.0,1
1239,33.7,20,0.4,1001.0,0.0,65,10,43.1,10.0,1
1240,31.6,20,1.4,1001.0,0.0,68,10,38.8,10.0,1
1241,29.5,0,2.5,1002.0,0.0,71,10,34.6,10.0,1
1242,27.4,0,3.6,1003.0,0.0,74,9,30.3,10.0,1
1243,26.8,0,3.6,1003.0,0.0,75,8,29.4,10.0,1
1244,26.1,0,3.6,1004.0,0.0,76,7,28.5,10.0,1
1245,25.5,0,3.6,1004.0,0.0,77,7,27.6,10.0,1
1246,25.6,0,2.8,1004.0,0.0,76,13,27.6,10.0,1
1247,25.7,14,1.9,1004.0,0.0,74,20,27.7,10.0,1
1248,25.6,6,6.5,1004.0,0.09,85,51,28.3,10.0,1
1249,25.6,6,5.6,1004.0,0.04,85,49,28.4,10.0,1
1250,25.7,14,4.8,1004.0,0.0,85,48,28.4,10.0,1
1251,25.7,14,4.0,1004.0,0.0,85,47,28.5,10.0,1
1252,25.7,14,4.6,1004.0,0.0,86,46,28.5,10.0,1
1253,25.6,14,5.2,1005.0,0.0,87,46,28.6,10.0,1
1254,25.6,14,5.8,1005.0,0.0,88,46,28.6,10.0,1
1255,27.0,14,7.2,1005.0,0.0,82,46,30.7,10.0,1
1256,28.5,14,8.6,1005.0,0.0,76,46,32.8,10.0,1
1257,29.9,14,10.1,1005.0,0.0,71,47,34.9,10.0,1
1258,31.3,14,9.2,1004.0,0.0,66,37,37.1,10.0,1
1259,32.6,20,8.4,1003.0,0.0,62,27,39.2,10.0,1
1260,34.0,20,7.6,1002.0,0.0,58,17,41.4,10.0,1
1261,34.0,20,7.3,1001.0,0.0,62,15,42.9,10.0,1
1262,34.1,20,7.1,1001.0,0.0,65,13,44.5,10.0,1
1263,34.1,20,6.8,1000.0,0.0,69,11,46.0,10.0,1
1264,32.3,20,6.5,1001.0,0.0,72,11,41.7,10.0,1
1265,30.4,0,6.1,1001.0,0.0,74,11,37.5,10.0,1
1266,28.6,0,5.8,1002.0,0.0,77,11,33.2,10.0,1
1267,27.9,0,5.8,1003.0,0.0,78,12,31.9,10.0,1
1268,27.2,0,5.8,1003.0,0.0,79,13,30.7,10.0,1
1269,26.5,0,5.8,1004.0,0.0,81,13,29.4,10.0,1
1270,26.2,0,5.9,1004.0,0.0,83,35,29.1,10.0,1
1271,25.8,19,6.0,1004.0,0.03,86,57,28.7,10.0,1
1272,23.4,0,6.1,1006.0,0.0,76,14,25.3,10.0,1
1273,23.3,0,5.9,1006.0,0.0,75,18,25.2,10.0,1
1274,23.2,14,5.6,1006.0,0.0,75,22,25.2,10.0,1
1275,23.1,14,5.4,1006.0,0.0,74,26,25.1,10.0,1
1276,23.4,14,5.3,1007.0,0.0,75,40,25.4,10.0,1
1277,23.7,19,5.2,1008.0,0.03,76,55,25.6,10.0,1
1278,24.0,19,5.0,1009.0,0.04,77,70,25.9,10.0,1
1279,24.9,19,5.6,1009.0,0.02,75,61,26.9,10.0,1
1280,25.9,14,6.2,1009.0,0.0,72,52,27.9,10.0,1
1281,26.8,14,6.8,1010.0,0.0,70,44,28.9,10.0,1
1282,27.4,14,6.6,1009.0,0.0,69,53,29.7,10.0,1
1283,27.9,19,6.4,1008.0,0.03,67,63,30.5,10.0,1
1284,28.5,19,6.1,1007.0,0.04,66,72,31.3,10.0,1
1285,28.5,19,5.8,1007.0,0.02,67,59,31.3,10.0,1
1286,28.4,14,5.4,1007.0,0.0,68,45,31.4,10.0,1
1287,28.4,14,5.0,1006.0,0.0,69,32,31.4,10.0,1
1288,26.9,14,5.3,1007.0,0.0,74,31,29.6,10.0,1
1289,25.5,14,5.5,1008.0,0.0,78,31,27.8,10.0,1
1290,24.0,14,5.8,1009.0,0.0,83,31,26.0,10.0,1
1291,23.8,14,5.8,1009.0,0.0,81,37,25.8,10.0,1
1292,23.5,14,5.8,1010.0,0.0,79,44,25.5,10.0,1
1293,23.3,14,5.8,1010.0,0.0,77,51,25.3,10.0,1
1294,23.4,14,5.4,1010.0,0.0,76,48,25.3,10.0,1
1295,23.4,14,5.0,1010.0,0.0,75,46,25.4,10.0,1
1296,5.5,14,8.3,1019.0,0.0,77,29,3.6,10.0,1
1297,4.8,14,7.6,1019.0,0.0,78,38,3.0,9.7,1
1298,4.0,21,6.8,1019.0,0.0,78,47,2.3,9.3,1
1299,3.3,21,6.1,1019.0,0.0,79,57,1.7,9.0,1
1300,2.7,21,6.2,1019.0,0.0,79,55,1.0,9.3,1
1301,2.1,18,6.4,1019.0,0.0,79,54,0.2,9.7,1
1302,1.5,18,6.5,1019.0,0.0,79,52,-0.5,10.0,1
1303,2.6,18,6.5,1020.0,0.0,78,50,0.7,9.7,1
1304,3.6,21,6.5,1020.0,0.0,76,47,2.0,9.3,1
1305,4.7,21,6.5,1021.0,0.0,75,45,3.2,9.0,1
1306,6.1,21,6.6,1020.0,0.0,68,45,4.8,9.0,1
1307,7.5,21,6.7,1019.0,0.0,62,45,6.4,9.0,1
1308,8.9,21,6.8,1018.0,0.0,56,45,8.0,9.0,1
1309,9.8,21,7.0,1016.0,0.0,53,44,9.0,9.3,1
1310,10.6,14,7.1,1014.0,0.0,49,44,9.9,9.7,1
1311,11.5,14,7.2,1012.0,0.0,45,43,10.9,10.0,1
1312,11.3,14,10.2,1012.0,0.0,48,37,10.2,10.0,1
1313,11.0,20,13.2,1012.0,0.0,50,30,9.5,10.0,1
1314,10.8,0,16.2,1012.0,0.0,53,24,8.8,10.0,1
1315,8.9,0,14.5,1014.0,0.0,61,26,6.7,10.0,1
1316,7.0,14,12.8,1016.0,0.0,69,28,4.6,10.0,1
1317,5.1,14,11.2,1018.0,0.0,77,31,2.5,10.0,1
1318,4.9,14,10.7,1019.0,0.0,76,38,2.3,9.7,1
1319,4.6,21,10.2,1019.0,0.0,76,45,2.2,9.3,1
1320,24.0,19,5.8,1004.0,0.27,89,73,26.3,9.0,1
1321,23.7,19,5.4,1004.0,0.13,91,74,26.0,9.3,1
1322,23.4,6,5.0,1005.0,0.33,92,75,25.7,9.7,1
1323,23.1,6,4.7,1005.0,0.44,94,76,25.4,10.0,1
1324,23.2,6,5.2,1006.0,0.22,94,70,25.5,10.0,1
1325,23.2,6,5.6,1007.0,0.57,94,64,25.6,10.0,1
1326,23.3,6,6.1,1008.0,0.76,95,59,25.7,10.0,1
1327,23.9,6,4.9,1008.0,0.38,92,66,26.4,9.7,1
1328,24.6,19,3.7,1008.0,0.2,88,74,27.0,9.3,1
1329,25.2,19,2.5,1009.0,0.27,85,81,27.7,9.0,1
1330,27.1,19,2.6,1008.0,0.13,79,68,30.5,9.3,1
1331,28.9,14,2.8,1007.0,0.0,73,55,33.4,9.7,1
1332,30.8,14,2.9,1006.0,0.0,67,42,36.2,10.0,1
1333,30.4,14,2.2,1006.0,0.0,71,43,36.1,10.0,1
1334,30.0,14,1.4,1005.0,0.0,75,44,35.9,10.0,1
1335,29.6,14,0.7,1005.0,0.0,78,45,35.8,10.0,1
1336,28.6,14,2.3,1006.0,0.0,80,40,33.8,10.0,1
1337,27.6,14,3.8,1006.0,0.0,82,36,31.9,10.0,1
1338,26.6,14,5.4,1007.0,0.0,83,32,29.9,10.0,1
1339,26.3,14,5.8,1007.0,0.0,83,36,29.3,10.0,1
1340,25.9,14,6.1,1008.0,0.0,83,41,28.7,10.0,1
1341,25.6,14,6.5,1009.0,0.0,82,45,28.1,10.0,1
1342,25.2,14,6.5,1008.0,0.0,84,54,27.7,10.0,1
1343,24.9,6,6.5,1008.0,0.37,85,62,27.2,10.0,1
1344,25.8,14,1.1,1004.0,0.0,73,27,27.7,10.0,1
1345,25.7,14,2.8,1004.0,0.0,74,31,27.6,10.0,1
1346,25.6,14,4.4,1005.0,0.0,75,34,27.6,10.0,1
1347,25.5,14,6.1,1005.0,0.0,76,38,27.5,10.0,1
1348,25.0,14,6.2,1006.0,0.0,81,48,27.2,10.0,1
1349,24.6,6,6.4,1007.0,0.33,86,59,26.8,10.0,1
1350,24.1,6,6.5,1008.0,0.44,91,70,26.5,10.0,1
1351,24.3,6,6.1,1008.0,0.22,90,72,26.8,9.7,1
1352,24.6,19,5.8,1009.0,0.2,89,73,27.0,9.3,1
1353,24.8,19,5.4,1009.0,0.27,88,75,27.3,9.0,1
1354,26.8,19,6.0,1008.0,0.13,81,59,30.2,9.3,1
1355,28.9,14,6.6,1007.0,0.0,73,44,33.2,9.7,1
1356,30.9,14,7.2,1006.0,0.0,66,28,36.1,10.0,1
1357,30.2,14,7.4,1006.0,0.0,70,33,35.4,10.0,1
1358,29.5,14,7.7,1006.0,0.0,75,38,34.7,10.0,1
1359,28.8,14,7.9,1006.0,0.0,79,44,34.0,10.0,1
1360,27.9,14,7.3,1006.0,0.0,80,38,32.2,10.0,1
1361,26.9,14,6.7,1007.0,0.0,81,33,30.5,10.0,1
1362,26.0,14,6.1,1007.0,0.0,82,27,28.7,10.0,1
1363,25.8,14,5.2,1008.0,0.0,80,36,28.2,10.0,1
1364,25.5,14,4.2,1008.0,0.0,79,46,27.8,10.0,1
1365,25.3,14,3.2,1009.0,0.0,77,55,27.3,10.0,1
1366,25.4,14,3.1,1009.0,0.0,75,52,27.3,10.0,1
1367,25.4,14,3.0,1008.0,0.0,73,50,27.2,10.0,1
1368,25.5,19,6.1,1004.0,0.04,88,79,28.4,10.0,1
1369,25.5,19,6.1,1004.0,0.02,88,58,28.5,10.0,1
1370,25.6,0,6.1,1004.0,0.0,88,38,28.5,10.0,1
1371,25.6,0,6.1,1004.0,0.0,88,17,28.6,10.0,1
1372,25.5,0,6.6,1005.0,0.0,88,40,28.4,10.0,1
1373,25.3,19,7.1,1006.0,0.03,89,63,28.3,10.0,1
1374,25.2,19,7.6,1006.0,0.04,90,86,28.1,10.0,1
1375,26.7,19,9.7,1007.0,0.02,84,73,30.3,10.0,1
1376,28.1,14,11.9,1007.0,0.0,78,60,32.4,10.0,1
1377,29.6,14,14.0,1008.0,0.0,73,47,34.6,10.0,1
1378,30.4,14,13.8,1007.0,0.0,71,42,36.1,10.0,1
1379,31.2,14,13.6,1006.0,0.0,69,37,37.5,10.0,1
1380,32.0,14,13.3,1005.0,0.0,67,33,39.0,10.0,1
1381,31.5,14,11.5,1005.0,0.0,69,31,38.4,9.7,1
1382,31.0,21,9.7,1005.0,0.0,72,29,37.7,9.3,1
1383,30.5,21,7.9,1004.0,0.0,74,27,37.1,9.0,1
1384,29.3,21,7.7,1005.0,0.0,77,27,34.9,9.3,1
1385,28.0,14,7.4,1006.0,0.0,81,26,32.6,9.7,1
1386,26.8,14,7.2,1006.0,0.0,84,26,30.4,10.0,1
1387,26.6,14,7.0,1007.0,0.0,85,33,30.1,10.0,1
1388,26.3,14,6.7,1008.0,0.0,86,39,29.7,10.0,1
1389,26.1,14,6.5,1008.0,0.0,87,45,29.4,10.0,1
1390,25.9,14,6.2,1008.0,0.0,86,55,28.9,10.0,1
1391,25.6,19,6.0,1008.0,0.03,85,64,28.4,10.0,1
1392,23.5,14,4.7,1010.0,0.0,74,44,25.4,10.0,1
1393,23.0,14,4.9,1009.0,0.0,73,44,25.1,10.0,1
1394,22.6,14,5.2,1009.0,0.0,72,43,24.9,10.0,1
1395,22.1,14,5.4,1009.0,0.0,71,43,24.6,10.0,1
1396,22.2,14,5.4,1010.0,0.0,73,38,24.7,10.0,1
1397,22.4,14,5.4,1010.0,0.0,75,33,24.7,10.0,1
1398,22.5,14,5.4,1011.0,0.0,77,28,24.8,10.0,1
1399,23.8,14,5.4,1011.0,0.0,74,27,26.0,10.0,1
1400,25.2,14,5.4,1011.0,0.0,71,26,27.1,10.0,1
1401,26.5,14,5.4,1012.0,0.0,68,26,28.3,10.0,1
1402,27.7,14,6.4,1011.0,0.0,67,41,30.2,9.7,1
1403,28.8,19,7.3,1010.0,0.13,66,56,32.2,9.3,1
1404,30.0,19,8.3,1009.0,0.18,65,71,34.1,9.0,1
1405,29.6,19,7.2,1008.0,0.09,68,76,33.7,9.0,1
1406,29.1,19,6.1,1008.0,0.17,71,81,33.3,9.0,1
1407,28.7,19,5.0,1008.0,0.22,74,86,32.9,9.0,1
1408,27.0,19,5.4,1008.0,0.11,79,82,30.6,9.3,1
1409,25.4,19,5.8,1009.0,0.03,83,77,28.2,9.7,1
1410,23.7,19,6.1,1009.0,0.04,88,73,25.9,10.0,1
1411,23.4,19,6.1,1010.0,0.02,87,59,25.6,10.0,1
1412,23.1,14,6.1,1010.0,0.0,86,45,25.3,10.0,1
1413,22.8,14,6.1,1011.0,0.0,85,30,25.0,10.0,1
1414,22.6,14,6.1,1011.0,0.0,84,48,24.9,10.0,1
1415,22.4,19,6.1,1011.0,0.03,83,66,24.7,10.0,1
1416,4.4,21,9.7,1020.0,0.0,75,53,2.0,9.0,1
1417,4.4,21,9.4,1020.0,0.0,76,65,2.1,9.0,1
1418,4.5,21,9.0,1020.0,0.0,78,77,2.3,9.0,1
1419,4.5,21,8.6,1019.0,0.0,79,89,2.4,9.0,1
1420,4.1,21,7.8,1019.0,0.0,80,73,2.1,9.3,1
1421,3.6,7,7.0,1019.0,0.0,81,57,1.9,9.7,1
1422,3.2,7,6.1,1019.0,0.0,83,41,1.6,10.0,1
1423,3.8,7,6.7,1020.0,0.0,83,42,2.1,9.7,1
